# Serial Port vs IDP Detection Result Comparison Log
# Format: [TIMESTAMP] ROUND_ID | SERIAL_RESULT | IDP_RESULT | MATCH_STATUS | NOTES
# ================================================================================
[2025-11-18 14:15:46.319] ARO-001-a06a1296-92d7-43a9-aa7b-53b0e92ae33f | SERIAL: 32 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:19:20.981] ARO-001-f67bb9a0-25c1-422e-955a-6070cbf06de5 | SERIAL: 28 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:19:45.423] ARO-001-b065d58b-da0a-4523-b1fb-460ebbc8d5d3 | SERIAL: 8 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:20:33.920] ARO-001-d9b9f08d-056b-4136-8454-23956b906a88 | SERIAL: 21 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:21:18.928] ARO-001-d18b7859-fa6a-4f05-9ed9-b6f632d76672 | SERIAL: 14 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:22:08.433] ARO-001-222059d0-ed90-4424-8836-c52cd461bdff | SERIAL: 18 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:23:11.512] ARO-001-889a0f8d-203b-404c-9133-4a87e30be140 | SERIAL: 32 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:23:40.436] ARO-001-3b49f104-50f9-41a2-a1eb-31b26c786253 | SERIAL: 6 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:24:46.008] ARO-001-c0c0198d-fec7-42aa-9c76-3e427798ad3c | SERIAL: 33 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:25:15.446] ARO-001-ba3a6754-20a5-4efd-a860-70eaaaf58f78 | SERIAL: 28 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:27:22.954] ARO-001-2a8382bf-470d-4676-b31a-7055b9b2bbb4 | SERIAL: 23 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:28:30.548] ARO-001-7ce13664-3ccc-4995-b2c3-3054086dfb39 | SERIAL: 34 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:29:17.039] ARO-001-18c83149-255a-49f0-b6ae-17abecd47c53 | SERIAL: 26 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:29:44.478] ARO-001-da778a82-72f9-4194-8f3d-4dfdd59833a5 | SERIAL: 16 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:30:32.974] ARO-001-6e1735d1-1c36-4a84-8d37-c2571da28111 | SERIAL: 14 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:31:41.069] ARO-001-26320378-9eac-4936-8ba0-50918b342751 | SERIAL: 9 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:32:25.559] ARO-001-66b29747-4f7c-40c4-aefd-564426741c91 | SERIAL: 6 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:34:49.578] ARO-001-464c4ec9-92ef-4d2a-bfdd-7b4bc2b77a81 | SERIAL: 14 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:35:33.577] ARO-001-4e59f391-1e19-4a26-8dde-d837643ee607 | SERIAL: 8 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:36:01.510] ARO-001-86bc983b-df8d-40cb-93e4-a6b1dcd96cd3 | SERIAL: 25 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:36:49.016] ARO-001-b7be3f57-e2b9-4eb3-95e5-1a79f08ac0f5 | SERIAL: 2 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:37:54.095] ARO-001-ef238127-6d53-4bbc-bd99-05956e4b6675 | SERIAL: 12 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:38:40.603] ARO-001-c6322751-7ac8-4d0b-b9bd-202fd4cd09d0 | SERIAL: 35 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:39:26.609] ARO-001-fa1dced5-2508-4057-92a3-17d554fafbaf | SERIAL: 13 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:40:12.605] ARO-001-992b5dd4-f282-481c-928c-94c05c7933c0 | SERIAL: 15 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:41:11.103] ARO-001-1e47370b-8f17-457b-a279-4e8816c39486 | SERIAL: 5 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:41:52.606] ARO-001-ef6c0854-f7de-4b47-87b1-2d68a8be0f56 | SERIAL: 17 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:42:44.626] ARO-001-34ae0365-4742-4ee1-ac43-8c1df5c391fb | SERIAL: 5 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:43:16.048] ARO-001-19ccfe89-b029-4896-a04e-4a300023d668 | SERIAL: 18 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:44:04.560] ARO-001-2b6ba193-3146-43cb-bfec-0d6edd5fa036 | SERIAL: 2 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:45:13.143] ARO-001-367af240-b373-4a72-8a4c-1e39d492c2d9 | SERIAL: 11 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:46:05.142] ARO-001-ea40bc7d-ff33-4d45-ae97-9904ea51898d | SERIAL: 18 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:46:30.564] ARO-001-62ae3e5a-7053-4f68-882c-d38a573d5260 | SERIAL: 16 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:47:56.166] ARO-001-04b02e60-2ac3-4519-8c87-1424ea50bbc3 | SERIAL: 12 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:48:23.078] ARO-001-3ef0aa83-7439-4e5d-b9cb-10258ed9f438 | SERIAL: 29 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:49:11.592] ARO-001-d96ca07b-ca64-4b0b-a3fd-4582f72225a0 | SERIAL: 22 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:50:01.592] ARO-001-18e651a1-fa8b-4586-ba68-fabe15f53467 | SERIAL: 13 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:50:48.601] ARO-001-ad6de48a-0e94-46dc-ab25-c9f6277539fb | SERIAL: 0 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:51:56.675] ARO-001-0777b70d-0f76-4ffc-bc19-7c3e87f1e835 | SERIAL: 28 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:52:40.175] ARO-001-5b8b3e46-5934-45fc-a5b9-af01ddfebdfb | SERIAL: 26 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:53:09.613] ARO-001-11d76a20-cc20-47ec-8d29-c4b1b342c673 | SERIAL: 22 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:54:11.183] ARO-001-1b4d1a5e-b5b8-41c6-86ab-7f1e8a2ec64f | SERIAL: 27 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:54:41.118] ARO-001-7025ff2b-409b-4b19-832d-c3652bb65cbc | SERIAL: 3 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:55:28.623] ARO-001-39ab2be2-7464-42f3-b452-f0dcd84ce760 | SERIAL: 36 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:56:39.208] ARO-001-cc513a69-0889-4632-9143-03eace6d566b | SERIAL: 13 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:57:27.704] ARO-001-dfc3742f-81f7-4bfa-9c8a-74ea9c7ccbfa | SERIAL: 14 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:58:21.205] ARO-001-51730f51-07d8-4ac6-95cd-5da4a39c397a | SERIAL: 25 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:59:09.211] ARO-001-29b9d42a-55eb-4b4f-b6d0-0b66fa9ebe7e | SERIAL: 5 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:59:38.643] ARO-001-6c162811-4b88-4657-a742-a7ed8177b122 | SERIAL: 12 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:00:25.653] ARO-001-2a908781-dd77-4821-adc7-b6370d64da83 | SERIAL: 28 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:01:14.149] ARO-001-75487af8-949f-4c65-b226-c4bcdc660f82 | SERIAL: 22 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:02:17.725] ARO-001-3f91a3d2-17ed-4f6f-bdd5-708b228b1a59 | SERIAL: 10 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:02:50.663] ARO-001-5d55ae5f-5e67-43f4-8261-3f527731ac96 | SERIAL: 2 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:03:58.234] ARO-001-c6e6755c-c995-4077-a66c-838e880777c6 | SERIAL: 6 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:04:26.168] ARO-001-3849c955-238c-4d9e-92a7-57ab7c856066 | SERIAL: 10 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:05:13.178] ARO-001-c643ee2f-50a4-4d1a-86e4-3aff958cd508 | SERIAL: 4 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:06:18.753] ARO-001-c3136349-4d39-4f94-a447-c5c0f1ed4cb1 | SERIAL: 27 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:06:49.675] ARO-001-3d8e4499-fe9b-4ca5-8b1a-aa2f525c48b4 | SERIAL: 7 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:07:56.769] ARO-001-e23c8579-84c9-441f-b3e8-6f211fd2a10d | SERIAL: 9 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:08:22.189] ARO-001-7294aeef-3062-40a2-bb8e-b39b6836612f | SERIAL: 1 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:09:09.694] ARO-001-0fea8f18-6f40-4b9a-9e28-7e1c068858ba | SERIAL: 17 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:09:54.208] ARO-001-b1e9f350-5894-4c90-a971-28835bda9888 | SERIAL: 17 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:10:41.200] ARO-001-9fe3a3ed-febb-4756-ad54-76b7fcf56e3f | SERIAL: 10 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:11:45.281] ARO-001-0e3b2b85-d838-4436-8487-0d1136f3e93c | SERIAL: 34 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:12:17.218] ARO-001-23b4fefd-ba95-478f-bdc1-898ae2381f7f | SERIAL: 13 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:13:04.210] ARO-001-6bea8b4e-172c-4d1b-aaec-c0b378c0472e | SERIAL: 26 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:14:09.798] ARO-001-f161e5d3-3765-4eb7-b094-1db937e3c0c9 | SERIAL: 8 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:14:38.229] ARO-001-8d42dba1-5d55-40e7-8c41-81a78240d759 | SERIAL: 1 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:15:27.237] ARO-001-c08c9bf3-7574-45a8-acaa-a2673747eeee | SERIAL: 11 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:16:32.316] ARO-001-f0203a06-35fa-4f9d-922f-66525bd57791 | SERIAL: 14 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:17:05.239] ARO-001-3f4ec0ff-d3b7-45d3-b5d1-07e49f38c3f4 | SERIAL: 36 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:18:12.319] ARO-001-788fbc4c-e77b-4ba4-a8de-3def79b0124f | SERIAL: 31 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:18:43.753] ARO-001-e80ebaaa-b111-47e1-a407-0c65a74d6e85 | SERIAL: 29 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:19:49.327] ARO-001-6de6082d-c8c7-423c-badc-4ea54e8d4fc1 | SERIAL: 11 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:20:19.755] ARO-001-29a90643-45d6-40ed-bdd5-aca9f1b3efa4 | SERIAL: 22 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:21:08.764] ARO-001-5de3d28b-057b-4f16-b6b2-46caf8063ab2 | SERIAL: 9 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:22:00.269] ARO-001-14371468-a9ac-4671-b381-43c66e52bb2f | SERIAL: 35 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:23:09.345] ARO-001-b75ae47b-3a56-472b-956d-7ac71c750b46 | SERIAL: 5 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:24:03.843] ARO-001-8059ac55-d826-44d0-9010-ba598517dce0 | SERIAL: 8 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:24:30.784] ARO-001-21de6f77-3429-4219-b995-79bcdca3835e | SERIAL: 14 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:25:40.357] ARO-001-eb6cec68-0aa4-4224-b0c8-6e41872cc3b0 | SERIAL: 28 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:26:25.870] ARO-001-5b14d442-9b45-481f-ae10-36e947908f3f | SERIAL: 26 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:27:21.860] ARO-001-03786366-fe7f-468a-9018-2d88b0e5cef2 | SERIAL: 36 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:28:10.383] ARO-001-91888c99-9950-46c7-95e0-c85a57d819e5 | SERIAL: 18 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:29:00.377] ARO-001-d6fc2985-9575-4a70-9168-82126072ed7a | SERIAL: 6 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:29:48.385] ARO-001-3192ebeb-f545-4492-8e80-91db14c6a628 | SERIAL: 12 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:30:38.896] ARO-001-395c8dda-b1a4-48ac-8430-301dc8ce9ca2 | SERIAL: 6 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:31:24.893] ARO-001-6893ff73-4b83-4169-a81b-e9bbc1883bed | SERIAL: 2 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:32:13.388] ARO-001-130ad37a-7539-499d-9d02-7606a09aa600 | SERIAL: 5 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:32:39.833] ARO-001-537288de-10ae-441d-87da-6711c46fba57 | SERIAL: 32 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:34:47.837] ARO-001-cc1304b2-5109-4993-9766-5cb6f5b22afb | SERIAL: 32 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:35:51.921] ARO-001-ca485e3b-11ea-43df-88b4-36d8d000e5bc | SERIAL: 2 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:36:19.855] ARO-001-55525281-d576-474d-ae51-ec0ec1cad11c | SERIAL: 7 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:37:24.418] ARO-001-9af335b3-0de9-4779-b8b4-9e35de7b2cc7 | SERIAL: 20 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:38:12.443] ARO-001-0d122d9e-a2cb-487d-818a-c85772255c92 | SERIAL: 36 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:38:40.354] ARO-001-201a33e6-4bc7-4529-b4cc-0409aeea7f7b | SERIAL: 23 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:39:47.939] ARO-001-3367350e-ac51-42b2-a9f9-d058dece7d61 | SERIAL: 3 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:40:36.937] ARO-001-0f8094fc-cbcd-43cc-ac6c-aa1a834ff39f | SERIAL: 16 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:41:05.381] ARO-001-43ef254b-72e3-4ed1-ba52-04f9fd654dbb | SERIAL: 6 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:41:53.382] ARO-001-6761a0af-9468-4945-80fc-5bfb174e42be | SERIAL: 34 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:43:02.464] ARO-001-52439927-2198-4f0b-b143-b8ef38dca323 | SERIAL: 11 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:43:47.468] ARO-001-389a30a4-175c-4699-837a-837c54aee02b | SERIAL: 13 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:44:34.975] ARO-001-27dc87d6-601b-4b18-856c-dbd337b14c1f | SERIAL: 26 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:45:26.973] ARO-001-453ccc47-f488-45e0-a0d1-09556a11c2ef | SERIAL: 24 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:46:01.404] ARO-001-65ada1b3-e366-41b2-b9b7-74903b23e8c8 | SERIAL: 17 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:47:07.989] ARO-001-7bf6bee7-aeab-4d00-9894-98ef8501a51e | SERIAL: 13 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:47:57.488] ARO-001-d4d50d0f-e6b8-4990-82c9-78d6a30a6d2d | SERIAL: 20 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:48:22.910] ARO-001-0180ea03-ff6c-4f0e-89da-435977b6c9bd | SERIAL: 34 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:49:27.496] ARO-001-0e882637-eb18-43be-9f28-8c56ecb94b12 | SERIAL: 10 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:50:16.001] ARO-001-eccdfe59-822e-453d-bb8a-93e97b3e500d | SERIAL: 24 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:50:46.930] ARO-001-639c6042-dbc0-4253-80e6-f5f706d2c3de | SERIAL: 2 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:51:50.004] ARO-001-a408ecc7-9b80-45d0-a823-6fb10dcc6af9 | SERIAL: 20 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:52:18.931] ARO-001-1fed8e2c-5a90-4b45-b09a-35a32a81fc73 | SERIAL: 35 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:53:23.016] ARO-001-ed32c304-8ca3-4d88-8aec-c5fd42dda702 | SERIAL: 32 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:54:14.524] ARO-001-97931033-e144-453b-9b0f-ebb267a61cdb | SERIAL: 29 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:55:01.021] ARO-001-27402e4e-ee0e-4a41-ad42-f3bf1f64a38b | SERIAL: 31 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:55:51.038] ARO-001-8004e201-fcf9-4d87-af34-9d96ad216796 | SERIAL: 36 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:56:39.035] ARO-001-5dfcbe71-b049-4e67-99f3-191007b2c15f | SERIAL: 24 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 10:57:07.465] ARO-001-30663ca3-bd4b-44c5-a1ca-41176949ba4a | SERIAL: 0 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:57:58.474] ARO-001-b42c5378-34b5-4092-a96e-a64d47a974f9 | SERIAL: 22 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:58:48.475] ARO-001-137b39b1-5061-42ed-a64a-5ae5b347d74c | SERIAL: 1 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 10:59:32.972] ARO-001-e5e79a1b-43ba-4145-b7e4-8c4d1c2f1561 | SERIAL: 8 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 11:00:41.552] ARO-001-6c0914a6-5327-47a4-8fc2-ba5259971298 | SERIAL: 24 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 11:01:26.068] ARO-001-d09d86ce-6153-4bfe-a593-cbb079d8dd4e | SERIAL: 20 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 11:02:20.063] ARO-001-ad9e427f-f86e-4636-a103-35e49ce26fdf | SERIAL: 16 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 11:03:08.559] ARO-001-f3d8af5d-e5f7-412c-9f4e-afdb238a36ed | SERIAL: 21 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
